Estacion,lugar,n_sitio,Id,longitud,ancho ,alto,peso_hum,peso_sin_val,peso_seco,peso_seco_vis,peso_sec_val,longitu_menor_4mm,
invierno,MDQ,parche 1 ,1,9.61,4.51,3.44,0.1,0.021,0.0653,0.0068,0.0585,200,
invierno,MDQ,parche 1 ,2,10.77,4.58,3.56,0.112,0.024,0.0854,0.0089,0.0765,200,
invierno,MDQ,parche 1 ,3,10.59,5.93,4.54,0.191,0.042,0.0935,0.0097,0.0838,200,
invierno,MDQ,parche 1 ,4,11.9,6.45,4.42,0.184,0.045,0.1,0.0104,0.0896,200,
invierno,MDQ,parche 1 ,5,10.39,5.1,4.17,0.134,0.019,0.0535,0.0056,0.0479,200,
invierno,MDQ,parche 1 ,6,11.17,4.4,3.42,0.154,0.01,0.0683,0.0071,0.0612,200,
invierno,MDQ,parche 1 ,7,11.45,5.27,4.11,0.156,0.013,0.05,0.0052,0.0448,200,
invierno,MDQ,parche 1 ,8,10.7,5.25,4.75,0.169,0.014,0.0354,0.0037,0.0317,200,
invierno,MDQ,parche 1 ,9,10.36,4.89,3.48,0.117,0.014,0.0925,0.0096,0.0829,200,
invierno,MDQ,parche 1 ,10,10.25,5.28,3.95,0.119,0.023,0.0758,0.0079,0.0679,200,
invierno,MDQ,parche 1 ,11,10.07,5.18,3.62,0.145,0.018,0.0834,0.0087,0.0747,200,
invierno,MDQ,parche 1 ,13,9.24,4.61,3.29,0.099,0.017,0.0666,0.0069,0.0597,200,
invierno,MDQ,parche 1 ,12,10.44,4.43,3.85,0.113,0.024,0.0934,0.0097,0.0837,200,
invierno,MDQ,Parche 2,1,15.9,7.1,5.37,0.273,0.064,0.1321,0.0137,0.1184,150,
invierno,MDQ,Parche 2,2,15.6,6.76,6.72,0.344,0.045,0.1892,0.0197,0.1695,150,
invierno,MDQ,Parche 2,3,14.06,6.98,5.1,0.247,0.063,0.1243,0.0129,0.1114,150,
invierno,MDQ,Parche 2,4,16.21,7.21,5.72,0.285,0.071,0.1464,0.0152,0.1312,150,
invierno,MDQ,Parche 2,5,15.1,7.29,5.44,0.317,0.061,0.1395,0.0145,0.125,150,
invierno,MDQ,Parche 2,6,16.5,7.55,6.35,0.354,0.038,0.1829,0.019,0.1639,150,
invierno,MDQ,Parche 2,7,18.24,8.37,7.15,0.489,0.028,0.2437,0.0253,0.2184,150,
invierno,MDQ,Parche 2,8,12.38,5.6,4.15,0.153,0.031,0.0793,0.0082,0.0711,150,
invierno,MDQ,Parche 2,9,17.11,7.93,6.06,0.407,0.078,0.2026,0.0211,0.1815,150,
invierno,MDQ,Parche 2,10,16.92,7.9,5.56,0.512,0.09,0.2577,0.0268,0.2309,150,
invierno,MDQ,Parche 2,11,17.12,7.88,6.09,0.405,0.121,0.2093,0.0218,0.1875,150,
invierno,MDQ,Parche 2,12,17.38,7.75,6.47,0.461,0.01,0.2379,0.0247,0.2132,150,
invierno,MDQ,Parche 2,13,16.25,8.2,5.62,0.365,0.09,0.1819,0.0189,0.163,150,
invierno,MDQ,Parche 2,14,17.59,7.94,6.19,0.34,0.041,0.2333,0.0243,0.209,150,
invierno,MDQ,Parche 2,15,14.08,6.77,4.93,0.22,0.082,0.1139,0.0118,0.1021,150,
invierno,MDQ,Parche 2,16,16.19,7.89,6.35,0.388,0.11,0.1927,0.02,0.1727,150,
invierno,MDQ,Parche 2,17,13.66,6.62,5.05,0.252,0.03,0.1164,0.0121,0.1043,150,
invierno,MDQ,Parche 2,18,14.6,6.78,5.37,0.303,0.062,0.1417,0.0147,0.127,150,
invierno,MDQ,Parche 2,19,14.98,7.79,6.33,0.287,0.099,0.1492,0.0155,0.1337,150,
invierno,MDQ,Parche 2,20,13.99,7.08,5.17,0.265,0.091,0.1273,0.0132,0.1141,150,
invierno,MDQ,Parche 2,21,15.16,7.62,6.55,0.533,0.111,0.2853,0.0297,0.2556,150,
invierno,MDQ,Parche 2,22,15.42,6.98,5.33,0.309,0.066,0.1537,0.016,0.1377,150,
invierno,MDQ,Parche 2,23,15.56,7.08,5.52,0.328,0.089,0.1424,0.0148,0.1276,150,
invierno,MDQ,Parche 2,24,17.03,8,7.36,0.533,0.089,0.225,0.0234,0.2016,150,
invierno,MDQ,Parche 2,25,16.01,6.88,6.25,0.388,0.12,0.2128,0.0221,0.1907,150,
invierno,MDQ,Parche 2,26,14.3,6.9,5.57,0.244,0.113,0.1505,0.0157,0.1348,150,
invierno,MDQ,Parche 2,27,17.03,7.5,6.48,0.398,0.142,0.2271,0.0236,0.2035,150,
invierno,MDQ,Parche 2,28,15.38,7.05,5.6,0.284,0.071,0.1527,0.0159,0.1368,150,
invierno,MDQ,Parche 2,29,13.84,6.3,4.74,0.197,0.063,0.1097,0.0114,0.0983,150,
invierno,MDQ,Parche 2,30,14.04,7.3,4.94,0.25,0.07,0.1267,0.0132,0.1135,150,
invierno,MDQ,Parche 2,31,16.53,6.95,5.86,0.319,0.071,0.2297,0.0239,0.2058,150,
invierno,MDQ,Parche 2,32,15.57,6.3,5.65,0.334,0.081,0.1618,0.0168,0.145,150,
invierno,MDQ,Parche 2,33,16.03,7.1,5.89,0.325,0.037,0.1655,0.0172,0.1483,150,
invierno,MDQ,Parche 2,34,13.61,6.26,5.09,0.227,0.03,0.1235,0.0128,0.1107,150,
invierno,MDQ,Parche 2,35,16.06,7.46,6.34,0.38,0.038,0.1839,0.0191,0.1648,150,
invierno,MDQ,Parche 2,36,16.69,8.31,6.57,0.405,0.132,0.2044,0.0213,0.1831,150,
invierno,MDQ,Parche 2,37,14.18,8.03,4.98,0.239,0.1,0.1213,0.0126,0.1087,150,
invierno,MDQ,Parche 2,38,16.2,7.61,6.64,0.368,0.09,0.1933,0.0201,0.1732,150,
invierno,MDQ,Parche 2,39,15.98,7.43,5.73,0.317,0.063,0.1994,0.0207,0.1787,150,
invierno,MDQ,Parche 2,40,16.39,6.61,6.18,0.346,0.068,0.1678,0.0175,0.1503,150,
invierno,MDQ,Parche 2,41,16.49,7.4,6.55,0.416,0.07,0.1938,0.0202,0.1736,150,
invierno,MDQ,Parche 2,42,16.24,7.88,6.09,0.385,0.09,0.1866,0.0194,0.1672,150,
invierno,MDQ,Parche 2,43,16.45,7.77,6.12,0.414,0.061,0.1915,0.0199,0.1716,150,
invierno,MDQ,Parche 2,44,16.53,8.08,6.6,0.489,0.043,0.2422,0.0252,0.217,150,
invierno,MDQ,Parche 2,45,16.75,8.25,6.74,0.446,0.087,0.1568,0.0163,0.1405,150,
invierno,MDQ,Parche 2,46,16.13,8.18,5.16,0.313,0.101,0.1659,0.0173,0.1486,150,
invierno,MDQ,Parche 2,47,14.49,6.75,5.14,0.262,0.067,0.1428,0.0149,0.1279,150,
invierno,MDQ,Parche 2,48,14.63,7.56,6.01,0.398,0.049,0.1963,0.0204,0.1759,150,
invierno,MDQ,Parche 2,49,14.55,6.92,5.2,0.296,0.038,0.1169,0.0122,0.1047,150,
invierno,MDQ,Parche 2,50,13.78,6.34,4.56,0.229,0.037,0.1131,0.0118,0.1013,150,
invierno,MDQ,Parche 2,51,14.15,6.81,5.62,0.324,0.038,0.1626,0.0169,0.1457,150,
invierno,MDQ,Parche 2,52,16.66,8.57,6.41,0.532,0.11,0.2811,0.0292,0.2519,150,
invierno,MDQ,Parche 2,53,15.22,7.07,6.48,0.394,0.063,0.2091,0.0217,0.1874,150,
invierno,MDQ,Parche 2,54,13.76,7.21,4.98,0.215,0.06,0.1128,0.0117,0.1011,150,
invierno,MDQ,Parche 2,55,14.75,6.94,5.7,0.289,0.083,0.1341,0.0139,0.1202,150,
invierno,MDQ,Parche 2,56,15.74,5.94,5.6,0.288,0.091,0.1334,0.0139,0.1195,150,
invierno,MDQ,Parche 2,57,12.88,5.91,5.1,0.268,0.07,0.087,0.009,0.078,150,
invierno,MDQ,Parche 2,58,13.21,6.86,4.75,0.22,0.077,0.1119,0.0116,0.1003,150,
invierno,MDQ,Parche 2,59,14.13,6.38,5.25,0.28,0.038,0.1443,0.015,0.1293,150,
invierno,MDQ,Parche 2,60,16.93,7.22,5.89,0.373,0.115,0.2003,0.0208,0.1795,150,
invierno,MDQ,Parche 2,61,13.71,7.07,5.26,0.294,0.11,0.1349,0.014,0.1209,150,
invierno,MDQ,Parche 2,62,14.88,7.3,5.56,0.356,0.089,0.1674,0.0174,0.15,150,
invierno,MDQ,Parche 2,63,16.14,7.2,6.06,0.387,0.132,0.1923,0.02,0.1723,150,
invierno,MDQ,Parche 2,64,15.39,7.17,6.71,0.429,0.103,0.2103,0.0219,0.1884,150,
invierno,MDQ,Parche 2,65,15.71,7.76,6.41,0.441,0.121,0.1915,0.0199,0.1716,150,
invierno,MDQ,Parche 2,66,17.84,7.06,5.58,0.317,0.119,0.1743,0.0181,0.1562,150,
invierno,MDQ,Parche 2,67,17.07,7.52,5.4,0.371,0.131,0.1911,0.0199,0.1712,150,
invierno,MDQ,Parche 2,68,17.53,6.59,5.64,0.3,0.039,0.1455,0.0151,0.1304,150,
invierno,MDQ,Parche 2,69,14.35,6.66,5.6,0.314,0.078,0.161,0.0167,0.1443,150,
invierno,MDQ,Parche 2,70,15.89,7.47,5.94,0.31,0.095,0.1477,0.0154,0.1323,150,
invierno,MDQ,Parche 2,71,16.06,7.6,5.74,0.35,0.039,0.1771,0.0184,0.1587,150,
invierno,MDQ,Parche 2,72,14.6,7.54,5.78,0.31,0.062,0.1361,0.0142,0.1219,150,
invierno,MDQ,Parche 2,73,14.38,7.62,5.22,0.317,0.076,0.1544,0.0161,0.1383,150,
invierno,MDQ,Parche 2,74,15.11,6.8,5.56,0.321,0.057,0.1549,0.0161,0.1388,150,
invierno,MDQ,Parche 2,75,14.5,7.82,4.82,0.262,0.071,0.1095,0.0114,0.0981,150,
invierno,MDQ,Parche 2,76,15.4,6.87,5.6,0.352,0.1,0.1585,0.0165,0.142,150,
invierno,MDQ,Parche 2,77,14.01,6.39,4.81,0.246,0.057,0.1192,0.0124,0.1068,150,
invierno,MDQ,Parche 2,78,16.53,7.96,6.29,0.456,0.089,0.2124,0.0221,0.1903,150,
invierno,MDQ,Parche 2,79,14.83,6.6,5.33,0.285,0.078,0.1424,0.0148,0.1276,150,
invierno,MDQ,Parche 2,80,16.57,7.95,5.29,0.337,0.112,0.1407,0.0146,0.1261,150,
invierno,MDQ,Parche 2,81,12.44,5.82,4.41,0.16,0.098,0.0857,0.0089,0.0768,150,
invierno,MDQ,Parche 2,82,13.21,6.49,4.87,0.25,0.112,0.1272,0.0132,0.114,150,
invierno,MDQ,Parche 2,83,13.39,7.23,4.36,0.29,0.078,0.1143,0.0119,0.1024,150,
invierno,MDQ,Parche 2,84,15.89,8.39,6.26,0.384,0.068,0.1868,0.0194,0.1674,150,
invierno,MDQ,Parche 2,85,16.78,7.9,5.97,0.4,0.095,0.2007,0.0209,0.1798,150,
invierno,MDQ,Parche 2,86,14.42,6.89,5.03,0.244,0.099,0.1263,0.0131,0.1132,150,
invierno,MDQ,Parche 2,87,14.61,6.11,4.66,0.184,0.112,0.1602,0.0167,0.1435,150,
invierno,MDQ,Parche 2,88,16.89,7.37,5.99,0.442,0.128,0.1475,0.0153,0.1322,150,
invierno,MDQ,Parche 2,89,14.79,6.39,5.55,0.314,0.132,0.2118,0.022,0.1898,150,
invierno,MDQ,Parche 2,90,16.63,7.36,6.28,0.428,0.071,0.1915,0.0199,0.1716,150,
invierno,MDQ,Parche 2,91,16.01,8.04,5.71,0.404,0.136,0.1971,0.0205,0.1766,150,
invierno,MDQ,Parche 2,92,17.82,6.94,6.26,0.515,0.068,0.1712,0.0178,0.1534,150,
invierno,MDQ,Parche 2,93,15.98,6.05,4.99,0.187,0.11,0.0945,0.0098,0.0847,150,
invierno,MDQ,Parche 2,94,15.53,6.92,6.07,0.372,0.038,0.2093,0.0218,0.1875,150,
invierno,MDQ,Parche 2,95,16.62,6.36,4.77,0.19,0.061,0.09,0.0094,0.0806,150,
invierno,MDQ,Parche 2,96,13.66,5.88,4.79,0.216,0.07,0.111,0.0115,0.0995,150,
invierno,MDQ,Parche 2,97,13.18,5.93,4.93,0.243,0.134,0.1195,0.0124,0.1071,150,
invierno,MDQ,Parche 2,98,12.82,6.38,4.73,0.24,0.12,0.12,0.0125,0.1075,150,
invierno,MDQ,Parche 2,99,14.28,7.09,5.3,0.284,0.079,0.1231,0.0128,0.1103,150,
invierno,MDQ,Parche 2,100,13.59,6.41,4.92,0.218,0.078,0.1204,0.0125,0.1079,150,
invierno,MDQ,parche 3,1,13.82,7.14,5.16,0.256,0.038,0.1343,0.014,0.1203,125,
invierno,MDQ,parche 3,2,13.83,8.14,7.62,0.66,0.104,0.2936,0.0305,0.2631,125,
invierno,MDQ,parche 3,3,17.41,7.96,6.49,0.443,0.085,0.2265,0.0236,0.2029,125,
invierno,MDQ,parche 3,4,16.24,7.94,6.43,0.393,0.072,0.1868,0.0194,0.1674,125,
invierno,MDQ,parche 3,5,13.87,6.52,3.35,0.289,0.035,0.1307,0.0136,0.1171,125,
invierno,MDQ,parche 3,6,11.69,5.94,5.05,0.205,0.032,0.0881,0.0092,0.0789,125,
invierno,MDQ,parche 3,7,8.77,5.96,4.35,0.185,0.015,0.0987,0.005,0.0884,125,
invierno,MDQ,parche 3,8,13.45,6.6,5.67,0.307,0.035,0.1204,0.0125,0.1079,125,
invierno,MDQ,parche 3,9,13.76,6.59,5,0.204,0.04,0.1008,0.0105,0.0903,125,
invierno,MDQ,parche 3,10,15.71,6.9,6.88,0.427,0.081,0.1077,0.0112,0.0965,125,
invierno,MDQ,parche 3,11,12.41,5.98,5.55,0.19,0.024,0.1023,0.0106,0.0917,125,
invierno,MDQ,parche 3,12,12.69,6.37,5.16,0.196,0.018,0.1,0.0104,0.0896,125,
invierno,MDQ,parche 3,13,16.3,7.68,5.78,0.456,0.071,0.2018,0.021,0.1808,125,
invierno,MDQ,parche 3,14,13.17,6.29,5.2,0.251,0.055,0.134,0.0139,0.1201,125,
invierno,MDQ,parche 3,15,13.82,7.56,5.15,0.248,0.052,0.0125,0.0013,0.0112,125,
invierno,MDQ,parche 3,16,14.12,6.69,6.63,0.389,0.081,0.1535,0.016,0.1375,125,
invierno,MDQ,parche 3,17,12.96,6.6,5.6,0.274,0.063,0.1379,0.0143,0.1236,125,
invierno,MDQ,parche 3,18,14.48,7.33,6.07,0.366,0.077,0.1565,0.0163,0.1402,125,
invierno,MDQ,parche 3,19,12.67,6.6,4.45,0.233,0.01,0.1068,0.0111,0.0957,125,
invierno,MDQ,parche 3,20,11.97,6.17,4.83,0.205,0.041,0.1803,0.0188,0.1615,125,
invierno,MDQ,parche 3,21,13.42,6.39,4.94,0.207,0.037,0.1148,0.0119,0.1029,125,
invierno,MDQ,parche 3,22,14.46,6.13,5.18,0.259,0.081,0.1071,0.0111,0.096,125,
invierno,MDQ,parche 3,23,9.84,5.2,3.96,0.106,0.023,0.053,0.0055,0.0475,125,
invierno,MDQ,parche 3,24,16.69,8.21,6.16,0.415,0.105,0.2319,0.0241,0.2078,125,
invierno,MDQ,parche 3,25,13.57,6.35,5.57,0.288,0.09,0.131,0.0136,0.1174,125,
invierno,MDQ,parche 3,26,15.85,7.62,6.23,0.418,0.095,0.2144,0.0223,0.1921,125,
invierno,MDQ,parche 3,27,13.41,6.34,5.41,0.277,0.07,0.1265,0.0132,0.1133,125,
invierno,MDQ,parche 3,28,12.71,6.25,5.48,0.241,0.037,0.1074,0.0112,0.0962,125,
invierno,MDQ,parche 3,29,11.5,5.31,4.44,0.144,0.02,0.0724,0.0075,0.0649,125,
invierno,MDQ,parche 3,30,12.33,6.08,4.97,0.199,0.018,0.0934,0.0097,0.0837,125,
invierno,MDQ,parche 3,31,16.33,7.46,6.51,0.482,0.09,0.2244,0.0233,0.2011,125,
invierno,MDQ,parche 3,32,13.12,6.83,5.6,0.306,0.058,0.1374,0.0143,0.1231,125,
invierno,MDQ,parche 3,33,12.22,5.68,4.87,0.146,0.03,0.0862,0.009,0.0772,125,
invierno,MDQ,parche 3,34,12.13,5.49,4.8,0.191,0.041,0.0959,0.01,0.0859,125,
invierno,MDQ,parche 3,35,12.56,5.85,5.17,0.198,0.02,0.1012,0.0105,0.0907,125,
invierno,MDQ,parche 3,36,11.52,6.05,5.16,0.191,0.063,0.1016,0.0106,0.091,125,
invierno,MDQ,parche 3,37,12.97,6.64,4.98,0.266,0.063,0.1347,0.014,0.1207,125,
invierno,MDQ,parche 3,38,13.07,6.09,5.09,0.183,0.02,0.1024,0.0106,0.0918,125,
invierno,MDQ,parche 3,39,11.22,5.5,4.4,0.13,0.027,0.0752,0.0078,0.0674,125,
invierno,MDQ,parche 3,40,12.32,6.55,5.25,0.224,0.031,0.1164,0.0121,0.1043,125,
invierno,MDQ,parche 3,41,15.05,6.88,6.46,0.325,0.08,0.1861,0.0194,0.1667,125,
invierno,MDQ,parche 3,42,15.47,7.05,6.06,0.344,0.07,0.1662,0.0173,0.1489,125,
invierno,MDQ,parche 3,43,15.16,7.71,5.83,0.24,0.057,0.1686,0.0175,0.1511,125,
invierno,MDQ,parche 3,44,16.66,6.2,5.23,0.192,0.038,0.0993,0.0103,0.089,125,
invierno,MDQ,parche 3,45,13.2,6.23,4.92,0.211,0.03,0.108,0.0112,0.0968,125,
invierno,MDQ,parche 3,46,12.81,5.35,5.04,0.207,0.018,0.1376,0.0143,0.1233,125,
invierno,MDQ,parche 3,47,14.27,6.66,5.89,0.322,0.091,0.0625,0.0065,0.056,125,
invierno,MDQ,parche 3,48,10.84,4.86,4.37,0.121,0.019,0.1185,0.0123,0.1062,125,
invierno,MDQ,parche 3,49,12.56,5.91,5.41,0.218,0.023,0.1759,0.0183,0.1576,125,
invierno,MDQ,parche 3,50,13.67,6.72,6,0.333,0.036,0.1028,0.0107,0.0921,125,
invierno,MDQ,parche 3,51,10.62,5.59,4.73,0.133,0.022,0.0734,0.0076,0.0658,125,
invierno,MDQ,parche 3,52,12.28,6.13,4.97,0.181,0.31,0.083,0.0086,0.0744,125,
invierno,MDQ,parche 3,53,10.21,5.44,3.78,0.105,0.012,0.0503,0.0052,0.0451,125,
invierno,MDQ,parche 3,54,10.92,6.03,4.18,0.118,0.021,0.0631,0.0066,0.0565,125,
invierno,MDQ,parche 3,55,13.45,6.52,5.62,0.249,0.034,0.1282,0.0133,0.1149,125,
invierno,MDQ,parche 3,56,11.42,5.6,4.43,0.159,0.027,0.0777,0.0081,0.0696,125,
invierno,MDQ,parche 3,57,13.59,6.37,4.52,0.23,0.031,0.0985,0.0102,0.0883,125,
invierno,MDQ,parche 3,58,11.89,5.4,5.19,0.225,0.042,0.09,0.0094,0.0806,125,
invierno,MDQ,parche 3,59,10.45,5.19,4.93,0.145,0.021,0.0871,0.0091,0.078,125,
invierno,MDQ,parche 3,60,12.4,6.57,5.45,0.218,0.021,0.1038,0.0108,0.093,125,
invierno,MDQ,parche 3,61,13.71,7.3,5.11,0.315,0.017,0.149,0.0155,0.1335,125,
invierno,MDQ,parche 3,62,14.45,6.91,5.94,0.279,0.02,0.134,0.0139,0.1201,125,
invierno,MDQ,parche 3,63,13.36,6.87,5.89,0.296,0.035,0.15,0.0156,0.1344,125,
invierno,MDQ,parche 3,64,14.45,6.87,5.85,0.307,0.08,0.0723,0.0075,0.0648,125,
invierno,MDQ,parche 3,65,12.67,5.98,5.19,0.195,0.073,0.0963,0.01,0.0863,125,
invierno,MDQ,parche 3,66,12.42,6.97,5.96,0.347,0.079,0.1701,0.0177,0.1524,125,
invierno,MDQ,parche 3,67,11.04,5.95,4.31,0.138,0.019,0.0665,0.0069,0.0596,125,
invierno,MDQ,parche 3,68,11.96,6.26,4.67,0.169,0.017,0.086,0.0089,0.0771,125,
invierno,MDQ,parche 3,69,10.86,5.59,4.4,0.142,0.02,0.0663,0.0069,0.0594,125,
invierno,MDQ,parche 3,70,9.6,5.03,3.97,0.091,0.009,0.0569,0.0059,0.051,125,
invierno,MDQ,parche 3,71,9.79,5.18,3.62,0.091,0.017,0.0413,0.0043,0.037,125,
invierno,MDQ,parche 3,72,9.92,5.28,4.28,0.131,0.021,0.0648,0.0067,0.0581,125,
invierno,MDQ,parche 3,73,10.57,5.6,4.26,0.138,0.027,0.086,0.0089,0.0771,125,
invierno,MDQ,parche 3,74,9.31,5.08,3.67,0.091,0.015,0.04,0.0042,0.0358,125,
invierno,MDQ,parche 3,75,11.03,5.66,4.56,0.133,0.013,0.1462,0.0152,0.131,125,
invierno,MDQ,parche 3,76,10.99,5.65,4.35,0.151,0.011,0.0563,0.0059,0.0504,125,
invierno,MDQ,parche 3,77,10.16,4.72,4.17,0.131,0.019,0.1064,0.0111,0.0953,125,
invierno,MDQ,parche 3,78,12.94,5.74,5.23,0.243,0.035,0.0567,0.0059,0.0508,125,
invierno,MDQ,parche 3,79,12.19,6.7,6.66,0.191,0.04,0.1255,0.0131,0.1124,125,
invierno,MDQ,parche 3,80,12.91,5.93,4.6,0.187,0.037,0.0862,0.009,0.0772,125,
invierno,MDQ,parche 3,81,10.55,5.44,4.3,0.133,0.028,0.0618,0.0064,0.0554,125,
invierno,MDQ,parche 3,82,10.2,5.22,4.18,0.15,0.032,0.0527,0.0055,0.0472,125,
invierno,MDQ,parche 3,83,8.14,4.59,2.93,0.062,0.012,0.0293,0.003,0.0263,125,
invierno,MDQ,parche 3,84,11.51,5.35,4.77,0.169,0.017,0.0712,0.0074,0.0638,125,
invierno,MDQ,parche 3,85,8.99,4.96,3.84,0.108,0.017,0.0404,0.0042,0.0362,125,
invierno,MDQ,parche 3,86,10.81,5.41,3.8,0.144,0.013,0.061,0.0063,0.0547,125,
invierno,MDQ,parche 3,87,10.21,5.53,3.97,0.156,0.02,0.069,0.0072,0.0618,125,
invierno,MDQ,parche 3,88,11,5.17,4.38,0.167,0.018,0.0895,0.0093,0.0802,125,
invierno,MDQ,parche 3,89,12.59,5.29,5.48,0.235,0.025,0.1078,0.0112,0.0966,125,
invierno,MDQ,parche 3,90,9.6,5.08,4.07,0.115,0.017,0.0495,0.0051,0.0444,125,
invierno,MDQ,parche 3,91,9.99,5.31,3.97,0.109,0.015,0.0488,0.0051,0.0437,125,
invierno,MDQ,parche 3,92,8.93,4.34,3.33,0.102,0.013,0.1366,0.0142,0.1224,125,
invierno,MDQ,parche 3,93,11.54,7.24,5.14,0.265,0.018,0.0734,0.0076,0.0658,125,
invierno,MDQ,parche 3,94,12.63,6.34,5.51,0.214,0.018,0.1229,0.0128,0.1101,125,
invierno,MDQ,parche 3,95,11.04,5.36,4.66,0.173,0.025,0.1562,0.0162,0.14,125,
invierno,MDQ,parche 3,96,14.21,7.53,5.63,0.35,0.031,0.0903,0.0094,0.0809,125,
invierno,MDQ,parche 3,97,10.48,5.05,4.35,0.15,0.018,0.0606,0.0063,0.0543,125,
invierno,MDQ,parche 3,98,10.3,6.81,5.02,0.221,0.017,0.056,0.0058,0.0502,125,
invierno,MDQ,parche 3,99,10.58,4.53,4.14,0.138,0.011,0.082,0.0085,0.0735,125,
invierno,MDQ,parche 3,100,10.77,5.56,4.5,0.164,0.023,0.0745,0.0077,0.0668,125,
invierno,MDQ,parche 4,1,7.71,5.5,4.16,0.123,0.008,0.087,0.009,0.078,375,
invierno,MDQ,parche 4,2,10.47,5.61,4.27,0.13,0.006,0.0686,0.0091,0.0615,375,
invierno,MDQ,parche 4,3,12.1,5.67,4.53,0.154,0.008,0.0884,0.019,0.0792,375,
invierno,MDQ,parche 4,4,11.64,5.55,4.94,0.18,0.01,0.1083,0.0113,0.097,375,
invierno,MDQ,parche 4,5,11.83,6.27,5.05,0.186,0.005,0.1107,0.0115,0.0992,375,
invierno,MDQ,parche 4,6,12.55,6.25,5.47,0.197,0.008,0.1327,0.0138,0.1189,375,
invierno,MDQ,parche 4,7,14.13,7.17,6.34,0.348,0.006,0.1849,0.0192,0.1657,375,
invierno,MDQ,parche 4,8,10.08,5.12,4.1,0.116,0.003,0.0128,0.013,0.0115,375,
invierno,MDQ,parche 4,9,10.18,5.32,4.14,0.123,0.005,0.0695,0.0072,0.0623,375,
invierno,MDQ,parche 4,10,9.68,6.29,4.43,0.136,0.009,0.0954,0.0099,0.0855,375,
invierno,MDQ,parche 4,11,11.74,6.54,5.52,0.182,0.01,0.0678,0.0071,0.0607,375,
invierno,MDQ,parche 4,12,11.02,6.28,4.94,0.183,0.013,0.1031,0.0107,0.0924,375,
invierno,MDQ,parche 4,13,13.55,6.61,5.68,0.257,0.023,0.1472,0.0153,0.1319,375,
invierno,MDQ,parche 4,14,9.91,4.76,4.05,0.101,0.003,0.0613,0.0064,0.0549,375,
invierno,MDQ,parche 4,15,9.96,4.77,4.1,0.109,0.005,0.0615,0.0064,0.0551,375,
invierno,MDQ,parche 4,16,12.32,6.78,4.95,0.206,0.008,0.1147,0.0119,0.1028,375,
invierno,MDQ,parche 4,17,9.11,3.33,3.77,0.081,0.004,0.0493,0.0051,0.0442,375,
invierno,MDQ,parche 4,18,10.75,5.45,4.7,0.172,0,0.0885,0.0092,0.0793,375,
invierno,MDQ,parche 4,19,10.58,6.14,4.5,0.138,0.014,0.0691,0.0072,0.0619,375,
invierno,MDQ,parche 4,20,9.6,4.69,2.22,0.075,0.007,0.0192,0.007,0.0172,375,
invierno,MDQ,parche 4,21,9.83,5.62,3.88,0.115,0.007,0.0906,0.0094,0.0812,375,
invierno,MDQ,parche 4,22,13.6,6.89,5.32,0.214,0.01,0.1077,0.0112,0.0965,375,
invierno,MDQ,parche 4,23,11.22,5.55,4.31,0.158,0.005,0.0951,0.0099,0.0852,375,
invierno,MDQ,parche 4,24,11.54,5.77,4.8,0.154,0.003,0.0835,0.0087,0.0748,375,
invierno,MDQ,parche 4,25,11.72,6.36,5.05,0.161,0.021,0.0972,0.0101,0.0871,375,
invierno,MDQ,parche 4,26,12.86,6.32,4.96,0.202,0.002,0.1077,0.0112,0.0965,375,
invierno,MDQ,parche 4,27,10.5,5.82,3.68,0.109,0.013,0.0652,0.0068,0.0584,375,
invierno,MDQ,parche 4,28,12.45,5.57,5.28,0.205,0.008,0.1189,0.0124,0.1065,375,
invierno,MDQ,parche 4,29,9.34,5.06,3.72,0.087,0.008,0.0459,0.0048,0.0411,375,
invierno,MDQ,parche 4,30,11.68,6.19,4.94,0.151,0.003,0.0823,0.0086,0.0737,375,
invierno,MDQ,parche 4,31,10.39,5.44,4.81,0.113,0.004,0.0682,0.0071,0.0611,375,
invierno,MDQ,parche 4,32,8.98,4.7,4.05,0.071,0.003,0.0419,0.0044,0.0375,375,
invierno,MDQ,parche 4,33,8.27,3.93,3.32,0.044,0.003,0.0382,0.004,0.0342,375,
invierno,MDQ,parche 4,34,7.92,4.34,3.2,0.056,0.014,0.0366,0.0038,0.0328,375,
invierno,MDQ,parche 4,35,9.08,5.77,3.6,0.067,0.01,0.0063,0.007,0.0056,375,
invierno,MDQ,parche 4,36,8.51,4.07,3.52,0.056,0.004,0.082,0.0085,0.0735,375,
invierno,MDQ,parche 4,37,10.5,5.55,3.63,0.077,0.005,0.0553,0.0058,0.0495,375,
invierno,MDQ,parche 4,38,9.69,4.73,3.82,0.085,0.011,0.0489,0.0061,0.0438,375,
invierno,MDQ,parche 4,39,10.07,5.16,4.44,0.126,0.018,0.0783,0.018,0.0702,375,
invierno,MDQ,parche 4,40,10.05,5.01,4.07,0.092,0.024,0.0613,0.0094,0.0549,375,
invierno,MDQ,parche 4,41,9.53,4.41,3.01,0.063,0.031,0.0425,0.0064,0.0381,375,
invierno,MDQ,parche 4,42,9.17,4.92,2.97,0.058,0.011,0.0462,0.0078,0.0414,375,
invierno,MDQ,parche 4,43,9.82,4.44,4.25,0.1,0.009,0.0754,0.006,0.0676,375,
invierno,MDQ,parche 4,44,8.56,4.96,3.28,0.037,0.009,0.0331,0.0043,0.0297,375,
