Estacion,lugar,n_sitio,Id,longitud,ancho ,alto,peso_hum,peso_sin_val,peso_seco,peso_seco_vis,peso_sec_val,longitu_menor_4mm,
invierno,CAM,parche 5 ,9,12.97,5.18,4.33,0.166,0,0.0855,0.0089,0.0766,810,
invierno,CAM,parche 5 ,10,12.5,5.75,4.07,0.095,0.023,0.0806,0.0084,0.0722,810,
invierno,CAM,parche 5 ,11,12.33,5.74,4.37,0.162,0.054,0.0935,0.0097,0.0838,810,
invierno,CAM,parche 5 ,12,11.5,6.05,4.94,0.225,0.051,0.1384,0.0144,0.124,810,
invierno,CAM,parche 5 ,13,12.98,5.54,5.07,0.235,0.023,0.1391,0.0145,0.1246,810,
invierno,CAM,parche 5 ,14,11.93,5.65,4.22,0.174,0.061,0.0962,0.01,0.0862,810,
invierno,CAM,parche 5 ,15,13.36,5.08,5.01,0.217,0.03,0.0882,0.0092,0.079,810,
invierno,CAM,parche 5 ,16,12.28,5.3,4.3,0.172,0.018,0.067,0.007,0.06,810,
invierno,CAM,parche 5 ,17,12.25,6.49,4.71,0.196,0.013,0.1062,0.011,0.0952,810,
invierno,CAM,parche 5 ,18,12.32,6.24,4.64,0.191,0.021,0.0935,0.0097,0.0838,810,
invierno,CAM,parche 5 ,19,13.71,6.82,4.36,0.208,0.02,0.0913,0.0095,0.0818,810,
invierno,CAM,parche 5 ,20,14.5,5.31,4.58,0.274,0.038,0.1044,0.0109,0.0935,810,
invierno,CAM,parche 5 ,21,11.37,5.67,4.14,0.16,0.031,0.0863,0.009,0.0773,810,
invierno,CAM,parche 5 ,22,11.19,5.67,3.76,0.173,0.041,0.0799,0.0083,0.0716,810,
invierno,CAM,parche 5 ,23,11.19,5.51,3.5,0.109,0.019,0.0736,0.0077,0.0659,810,
invierno,CAM,parche 5 ,24,11.26,6.17,3.9,0.159,0.019,0.13,0.0135,0.1165,810,
invierno,CAM,parche 5 ,25,11.7,5.14,7.07,0.182,0.017,0.0892,0.0093,0.0799,810,
invierno,CAM,parche 5 ,26,10.71,5.55,3.74,0.143,0.031,0.0631,0.0066,0.0565,810,
invierno,CAM,parche 9 ,1,16.08,6.95,5.41,0.345,0.031,0.1612,0.0168,0.1444,310,
invierno,CAM,parche 9 ,2,14.17,6.48,5.2,0.278,0.021,0.1231,0.0128,0.1103,310,
invierno,CAM,parche 9 ,3,16.37,7.04,6.07,0.355,0.03,0.1749,0.0182,0.1567,310,
invierno,CAM,parche 9 ,4,11.8,7.03,4.76,0.316,0.063,0.1561,0.0162,0.1399,310,
invierno,CAM,parche 9 ,5,18.06,7.81,5.7,0.453,0.044,0.1873,0.0195,0.1678,310,
invierno,CAM,parche 9 ,6,13.16,5.54,4.16,0.195,0.044,0.1016,0.0106,0.091,310,
invierno,CAM,parche 9 ,7,13.56,5.92,4.43,0.183,0.02,0.0752,0.0078,0.0674,310,
invierno,CAM,parche 9 ,8,12.57,5.34,4.42,0.173,0.053,0.0761,0.0079,0.0682,310,
invierno,CAM,parche 9 ,9,14.81,7,4.65,0.276,0.049,0.1217,0.0127,0.109,310,
invierno,CAM,parche 9 ,10,11.88,5.78,3.85,0.146,0.05,0.0611,0.0064,0.0547,310,
invierno,CAM,parche 9 ,11,12.69,6.22,4.63,0.247,0.05,0.0717,0.0075,0.0642,310,
invierno,CAM,parche 9 ,12,12.97,6.11,4.15,0.175,0.021,0.0764,0.0079,0.0685,310,
invierno,CAM,parche 9 ,13,11.71,5.72,4.31,0.178,0.015,0.0903,0.0094,0.0809,310,
invierno,CAM,parche 9 ,14,13.93,6.31,4.11,0.222,0.019,0.0907,0.0094,0.0813,310,
invierno,CAM,parche 9 ,15,16.46,7.24,5.43,0.377,0.01,0.0997,0.0104,0.0893,310,
invierno,CAM,parche 9 ,16,14.36,6.8,4.78,0.221,0.019,0.0922,0.0096,0.0826,310,
invierno,CAM,parche 9 ,17,18.05,7.45,6.01,0.523,0.031,0.207,0.0215,0.1855,310,
invierno,CAM,parche 9 ,18,16.85,5.45,4.5,0.202,0.061,0.0826,0.0086,0.074,310,
invierno,CAM,parche 9 ,19,11.87,6.03,4.8,0.203,0.043,0.0598,0.0062,0.0536,310,
invierno,CAM,parche 9 ,20,11.33,5.07,5.47,0.143,0.049,0.0658,0.0068,0.059,310,
invierno,CAM,parche 9 ,21,11.08,5.02,5.55,0.147,0.047,0.1314,0.0137,0.1177,310,
invierno,CAM,parche 9 ,22,11.74,5.62,5.18,0.153,0.051,0.0588,0.0061,0.0527,310,
invierno,CAM,parche 9 ,23,11.55,5.34,4.06,0.166,0.012,0.077,0.008,0.069,310,
invierno,CAM,parche 7 ,1,16.86,7.96,7.08,0.527,0.113,0.3528,0.0367,0.3161,130,
invierno,CAM,parche 7 ,2,15.9,6.92,6.38,0.373,0.066,0.1353,0.0141,0.1212,130,
invierno,CAM,parche 7 ,3,15.55,6.75,6.41,0.361,0.071,0.1258,0.0131,0.1127,130,
invierno,CAM,parche 7 ,4,14.45,6.51,5.78,0.332,0.068,0.2013,0.0209,0.1804,130,
invierno,CAM,parche 7 ,5,16.29,7.25,6.97,0.441,0.093,0.3066,0.0319,0.2747,130,
invierno,CAM,parche 7 ,6,11.41,5.95,5.8,0.325,0.141,0.1667,0.0173,0.1494,130,
invierno,CAM,parche 7 ,7,12.77,6.07,5.42,0.266,0.062,0.1429,0.0149,0.128,130,
invierno,CAM,parche 7 ,8,15.05,6.53,6.44,0.359,0.062,0.2762,0.0287,0.2475,130,
invierno,CAM,parche 7 ,9,13.31,6.37,5.83,0.292,0.083,0.0993,0.0103,0.089,130,
invierno,CAM,parche 7 ,10,15.84,8.6,7.67,0.533,0.058,0.3326,0.0346,0.298,130,
invierno,CAM,parche 7 ,11,13.36,5.9,5.22,0.258,0.123,0.13,0.0135,0.1165,130,
invierno,CAM,parche 7 ,12,13.74,6.23,5.78,0.266,0.111,0.1755,0.0183,0.1572,130,
invierno,CAM,parche 7 ,13,12.64,6.91,5.54,0.317,0.099,0.1793,0.0186,0.1607,130,
invierno,CAM,parche 7 ,14,16.54,7.41,6.3,0.408,0.09,0.2222,0.0231,0.1991,130,
invierno,CAM,parche 7 ,15,15.14,7.31,5.98,0.299,0.078,0.1358,0.0141,0.1217,130,
invierno,CAM,parche 7 ,16,13.22,7.56,5.91,0.371,0.112,0.2285,0.0238,0.2047,130,
invierno,CAM,parche 7 ,17,13.14,6.15,5.91,0.31,0.081,0.1795,0.0187,0.1608,130,
invierno,CAM,parche 7 ,18,15.71,7.89,6.33,0.414,0.103,0.3753,0.039,0.3363,130,
invierno,CAM,parche 7 ,19,15.48,7.59,6.4,0.417,0.1,0.2526,0.0263,0.2263,130,
invierno,CAM,parche 7 ,20,14.87,6.99,6.61,0.45,0.09,0.2887,0.03,0.2587,130,
invierno,CAM,parche 7 ,21,16.19,7.37,6.21,0.437,0.049,0.2545,0.0265,0.228,130,
invierno,CAM,parche 7 ,22,15.19,6.1,5.02,0.264,0.061,0.1544,0.0161,0.1383,130,
invierno,CAM,parche 7 ,23,13.58,6.38,5.13,0.233,0.073,0.206,0.0214,0.1846,130,
invierno,CAM,parche 7 ,24,11.99,5.64,5.51,0.274,0.081,0.1728,0.018,0.1548,130,
invierno,CAM,parche 7 ,25,12.3,5.85,4.45,0.193,0.078,0.1856,0.0193,0.1663,130,
invierno,CAM,parche 7 ,26,13.58,6.67,5.76,0.306,0.101,0.1073,0.0112,0.0961,130,
invierno,CAM,parche 7 ,27,13.82,6.74,5.05,0.308,0.093,0.1798,0.0187,0.1611,130,
invierno,CAM,parche 7 ,28,14.12,6.57,5.67,0.295,0.121,0.1789,0.0186,0.1603,130,
invierno,CAM,parche 7 ,29,14.12,6.49,5.7,0.273,0.111,0.1575,0.0164,0.1411,130,
invierno,CAM,parche 7 ,30,13.9,6.18,5.07,0.218,0.098,0.0939,0.0098,0.0841,130,
invierno,CAM,parche 7 ,31,14.51,6.7,5.28,0.28,0.047,0.1702,0.0177,0.1525,130,
invierno,CAM,parche 7 ,32,12.39,6.05,5.55,0.25,0.031,0.1528,0.0159,0.1369,130,
invierno,CAM,parche 7 ,33,13.25,5.38,4.7,0.194,0.048,0.1724,0.0179,0.1545,130,
invierno,CAM,parche 7 ,34,13.76,6.46,5.24,0.286,0.063,0.154,0.016,0.138,130,
invierno,CAM,parche 7 ,35,14.06,7.74,4.94,0.26,0.04,0.2316,0.0241,0.2075,130,
invierno,CAM,parche 7 ,36,16.18,7.67,6.34,0.474,0.038,0.2355,0.0245,0.211,130,
invierno,CAM,parche 7 ,37,12.38,5.77,5.14,0.209,0.04,0.1461,0.0152,0.1309,130,
invierno,CAM,parche 7 ,38,12.89,5.5,4.68,0.239,0.061,0.1109,0.0115,0.0994,130,
invierno,CAM,parche 7 ,39,10.62,5.26,4.2,0.195,0.053,0.0998,0.0104,0.0894,130,
invierno,CAM,parche 7 ,40,12.33,5.13,5.08,0.269,0.047,0.1507,0.0157,0.135,130,
invierno,CAM,parche 7 ,41,11.17,5.16,4.41,0.15,0.032,0.0952,0.0099,0.0853,130,
invierno,CAM,parche 7 ,42,12.84,6.23,5.28,0.214,0.061,0.1281,0.0133,0.1148,130,
invierno,CAM,parche 7 ,43,12.77,5.71,4.48,0.191,0.083,0.085,0.0088,0.0762,130,
invierno,CAM,parche 7 ,44,11.5,5.45,4.94,0.196,0.054,0.1263,0.0131,0.1132,130,
invierno,CAM,parche 7 ,45,13.7,7.37,6.22,0.325,0.054,0.0845,0.0088,0.0757,130,
invierno,CAM,parche 4 ,1,15.18,7.74,7.03,0.521,0.114,0.3424,0.0356,0.3068,180,
invierno,CAM,parche 4 ,2,11.45,5.89,5.9,0.239,0.025,0.1577,0.0164,0.1413,180,
invierno,CAM,parche 4 ,3,11.45,5.84,5.11,0.233,0.012,0.1392,0.0145,0.1247,180,
invierno,CAM,parche 4 ,4,13,6.53,5.53,0.252,0.039,0.1561,0.0162,0.1399,180,
invierno,CAM,parche 4 ,5,11.27,5.75,4.94,0.228,0.026,0.1342,0.014,0.1202,180,
invierno,CAM,parche 4 ,6,13.06,6.47,5.83,0.238,0.06,0.1874,0.0195,0.1679,180,
invierno,CAM,parche 4 ,7,11.74,6.48,5.62,0.237,0.041,0.1501,0.0156,0.1345,180,
invierno,CAM,parche 4 ,8,12.22,5.22,5.3,0.198,0.041,0.099,0.0103,0.0887,180,
invierno,CAM,parche 4 ,9,11.46,5.47,5.24,0.216,0.047,0.1269,0.0132,0.1137,180,
invierno,CAM,parche 4 ,10,11.58,5.64,5.09,0.35,0.023,0.1396,0.0145,0.1251,180,
invierno,CAM,parche 4 ,11,12.11,5.77,5.11,0.218,0.015,0.1496,0.0156,0.134,180,
invierno,CAM,parche 4 ,12,10.28,5.47,4.89,0.164,0.029,0.1007,0.0105,0.0902,180,
invierno,CAM,parche 4 ,13,10.61,5.58,5.32,0.204,0.037,0.1225,0.0127,0.1098,180,
invierno,CAM,parche 4 ,14,10.25,5.19,4.33,0.163,0.043,0.1124,0.0117,0.1007,180,
invierno,CAM,parche 4 ,15,10.88,5.71,5.99,0.172,0.037,0.1024,0.0106,0.0918,180,
invierno,CAM,parche 4 ,16,9.07,4.83,4,0.106,0.012,0.0747,0.0078,0.0669,180,
invierno,CAM,parche 4 ,17,13.16,5.8,5.55,0.267,0.02,0.1839,0.0191,0.1648,180,
invierno,CAM,parche 4 ,18,10.07,5.04,4.71,0.145,0.031,0.1049,0.0109,0.094,180,
invierno,CAM,parche 4 ,19,9.85,5.55,4.59,0.134,0.038,0.13,0.0135,0.1165,180,
invierno,CAM,parche 3 ,1,19.22,7.66,6.72,0.56,0.156,0.3077,0.032,0.2757,571,
invierno,CAM,parche 3 ,2,17.84,8.09,6.9,0.57,0.174,0.3337,0.0347,0.299,571,
invierno,CAM,parche 3 ,3,17.71,8.6,6.94,0.642,0.204,0.303,0.0315,0.2715,571,
invierno,CAM,parche 3 ,4,14.25,5.51,4.61,0.246,0.065,0.1318,0.0137,0.1181,571,
invierno,CAM,parche 3 ,5,16.14,8.03,5.29,0.385,0.111,0.1864,0.0194,0.167,571,
invierno,CAM,parche 3 ,6,14.43,6.59,5.27,0.28,0.1,0.1551,0.0161,0.139,571,
invierno,CAM,parche 3 ,7,15.14,7,4.92,0.297,0.103,0.1325,0.0138,0.1187,571,
invierno,CAM,parche 3 ,8,14.17,6.03,5.02,0.289,0.1,0.1427,0.0148,0.1279,571,
invierno,CAM,parche 3 ,9,17.77,7.72,5.65,0.404,0.121,0.229,0.0238,0.2052,571,
invierno,CAM,parche 3 ,10,12.03,8.08,8,0.642,0.068,0.3636,0.0378,0.3258,571,
invierno,CAM,parche 3 ,11,15.47,5.69,6.03,0.354,0.123,0.1746,0.0182,0.1564,571,
invierno,CAM,parche 3 ,12,13.77,5.82,5.3,0.215,0.111,0.1183,0.0123,0.106,571,
invierno,CAM,parche 3 ,13,18.75,6.96,5.89,0.378,0.151,0.2113,0.022,0.1893,571,
invierno,CAM,parche 3 ,14,13.93,6.11,4.67,0.201,0.058,0.1068,0.0111,0.0957,571,
invierno,CAM,parche 3 ,15,14.31,6.94,4.79,0.286,0.068,0.1319,0.0137,0.1182,571,
invierno,CAM,parche 3 ,16,15.51,7.45,5.47,0.367,0.093,0.1599,0.0166,0.1433,571,
invierno,CAM,parche 3 ,17,16.82,7.17,5.41,0.35,0.099,0.1775,0.0185,0.159,571,
invierno,CAM,parche 3 ,18,12.45,5.52,4.71,0.196,0.071,0.0827,0.0086,0.0741,571,
invierno,CAM,parche 3 ,19,13.42,6.44,5.33,0.26,0.1,0.1274,0.0132,0.1142,571,
invierno,CAM,parche 3 ,20,15.84,6.38,5.8,0.365,0.09,0.1556,0.0162,0.1394,571,
invierno,CAM,parche 3 ,21,13.78,6.31,4.55,0.2,0.088,0.0999,0.0104,0.0895,571,
invierno,CAM,parche 3 ,22,13.14,5.88,4.84,0.197,0.079,0.098,0.0102,0.0878,571,
invierno,CAM,parche 3 ,23,12.48,6.18,4.37,0.183,0.087,0.0912,0.0095,0.0817,571,
invierno,CAM,parche 3 ,24,13.78,6.34,4.63,0.233,0.091,0.1296,0.0135,0.1161,571,
invierno,CAM,parche 3 ,25,14.74,6.65,5.16,0.238,0.077,0.1301,0.0135,0.1166,571,
invierno,CAM,parche 3 ,26,13.36,6.1,5.26,0.235,0.06,0.1185,0.0123,0.1062,571,
invierno,CAM,parche 3 ,27,13.87,5.8,4.99,0.2,0.07,0.1072,0.0111,0.0961,571,
invierno,CAM,parche 3 ,28,13.97,6.36,5.63,0.22,0.077,0.1141,0.0119,0.1022,571,
invierno,CAM,parche 3 ,29,15.47,7.24,4.37,0.356,0.073,0.1617,0.0168,0.1449,571,
invierno,CAM,parche 3 ,30,15.32,6.39,5.45,0.204,0.081,0.1154,0.012,0.1034,571,
invierno,CAM,parche 3 ,31,14.56,6.21,4.39,0.298,0.063,0.1471,0.0153,0.1318,571,
invierno,CAM,parche 3 ,32,12.78,5.21,5.54,0.143,0.073,0.0838,0.0087,0.0751,571,
invierno,CAM,parche 3 ,33,14.76,6.66,4.27,0.287,0.086,0.1481,0.0154,0.1327,571,
invierno,CAM,parche 3 ,34,13.01,5.78,5.1,0.177,0.111,0.0781,0.0081,0.07,571,
invierno,CAM,parche 3 ,35,13.87,7.02,4.57,0.241,0.11,0.1329,0.0138,0.1191,571,
invierno,CAM,parche 3 ,36,11.47,6.3,5.01,0.163,0.073,0.0847,0.0088,0.0759,571,
invierno,CAM,parche 3 ,37,14.3,6.39,5.3,0.244,0.089,0.1048,0.0109,0.0939,571,
invierno,CAM,parche 3 ,38,15.08,6.08,5.08,0.214,0.08,0.1119,0.0116,0.1003,571,
invierno,CAM,parche 3 ,39,15.7,6.9,4.48,0.295,0.083,0.1413,0.0147,0.1266,571,
invierno,CAM,parche 3 ,40,12.8,5.37,4.62,0.171,0.089,0.0814,0.0085,0.0729,571,
invierno,CAM,parche 3 ,41,13.5,6.15,5.47,0.191,0.103,0.0934,0.0097,0.0837,571,
invierno,CAM,parche 3 ,42,15.37,6.84,4.37,0.523,0.11,0.1528,0.0159,0.1369,571,
invierno,CAM,parche 3 ,43,13.18,5.8,4.24,0.161,0.109,0.0848,0.0088,0.076,571,
invierno,CAM,parche 3 ,44,13.3,6.22,4.66,0.159,0.109,0.0972,0.0101,0.0871,571,
invierno,CAM,parche 3 ,45,13.05,6.67,3.89,0.211,0.088,0.1232,0.0128,0.1104,571,
invierno,CAM,parche 3 ,46,12.57,6.54,4.74,0.186,0.079,0.0908,0.0094,0.0814,571,
invierno,CAM,parche 3 ,47,12.08,5.82,4.34,0.13,0.091,0.1025,0.0107,0.0918,571,
invierno,CAM,parche 3 ,48,11.39,6.04,4.36,0.169,0.093,0.0893,0.0093,0.08,571,
invierno,CAM,parche 3 ,49,13.24,5.96,4.27,0.215,0.09,0.1021,0.0106,0.0915,571,
invierno,CAM,parche 3 ,50,12.05,5.28,4.76,0.159,0.097,0.0759,0.0079,0.068,571,
invierno,CAM,parche 3 ,51,13.45,6.55,4.02,0.213,0.045,0.102,0.0106,0.0914,571,
invierno,CAM,parche 3 ,52,12.93,5.99,4.59,0.201,0.048,0.1013,0.0105,0.0908,571,
invierno,CAM,parche 3 ,53,12.43,6.07,3.77,0.173,0.052,0.0899,0.0093,0.0806,571,
invierno,CAM,parche 3 ,54,12.14,5.8,4.73,0.152,0.061,0.0771,0.008,0.0691,571,
invierno,CAM,parche 3 ,55,12.04,6.14,4.08,0.16,0.047,0.0888,0.0092,0.0796,571,
invierno,CAM,parche 3 ,56,11.28,5.65,4.76,0.135,0.059,0.0647,0.0067,0.058,571,
invierno,CAM,parche 3 ,57,13.92,6.17,4.65,0.203,0.047,0.1048,0.0109,0.0939,571,
invierno,CAM,parche 3 ,58,13.24,5.35,4.36,0.185,0.069,0.0912,0.0095,0.0817,571,
invierno,CAM,parche 3 ,59,11.87,5.28,4.67,0.152,0.071,0.0739,0.0077,0.0662,571,
invierno,CAM,parche 3 ,60,11.63,5.75,4.77,0.171,0.069,0.0921,0.0096,0.0825,571,
invierno,CAM,parche 3 ,61,11.38,6.04,5.32,0.155,0.055,0.0894,0.0093,0.0801,571,
invierno,CAM,parche 3 ,62,13.29,7.39,5.98,0.273,0.065,0.1314,0.0137,0.1177,571,
invierno,CAM,parche 3 ,63,12.85,6.03,4.75,0.199,0.053,0.0988,0.0103,0.0885,571,
invierno,CAM,parche 8 ,1,20.45,8.16,7.64,0.608,0.138,0.1659,0.0173,0.1486,130,
invierno,CAM,parche 8 ,2,16,7.59,6,0.418,0.124,0.3272,0.034,0.2932,130,
invierno,CAM,parche 8 ,3,18.08,7.78,7.18,0.648,0.178,0.4229,0.044,0.3789,130,
invierno,CAM,parche 8 ,4,15.19,8.06,6.34,0.609,0.153,0.1199,0.0125,0.1074,130,
invierno,CAM,parche 8 ,5,17.42,7.52,5.59,0.503,0.165,0.279,0.029,0.25,130,
invierno,CAM,parche 8 ,6,17.68,6.11,5.95,0.42,0.114,0.1791,0.0186,0.1605,130,
invierno,CAM,parche 8 ,7,17.16,7.92,5.41,0.429,0.123,0.2014,0.0209,0.1805,130,
invierno,CAM,parche 8 ,8,20.89,9.44,6.63,0.83,0.12,0.2126,0.0221,0.1905,130,
invierno,CAM,parche 8 ,9,18.49,7.26,6.24,0.513,0.123,0.4024,0.0418,0.3606,130,
invierno,CAM,parche 8 ,10,18.89,7.42,5.13,0.591,0.145,0.3455,0.0359,0.3096,130,
invierno,CAM,parche 8 ,11,15.95,6.71,5.59,0.392,0.055,0.1354,0.0141,0.1213,130,
invierno,CAM,parche 8 ,12,17.93,7.33,4.97,0.471,0.09,0.124,0.0129,0.1111,130,
invierno,CAM,parche 8 ,13,17.29,6.32,5.72,0.304,0.1,0.1125,0.0117,0.1008,130,
invierno,CAM,parche 8 ,14,17.59,8.01,5.55,0.469,0.087,0.2309,0.024,0.2069,130,
invierno,CAM,parche 8 ,15,14.9,7.01,4.59,0.332,0.093,0.1511,0.0157,0.1354,130,
invierno,CAM,parche 8 ,16,14.69,6.93,6.15,0.224,0.112,0.1685,0.0175,0.151,130,
invierno,CAM,parche 8 ,17,17.69,7.63,5.66,0.438,0.123,0.1795,0.0187,0.1608,130,
invierno,CAM,parche 8 ,18,15.45,5.89,5.38,0.423,0.111,0.199,0.0207,0.1783,130,
invierno,CAM,parche 8 ,19,14.17,8.24,4.55,0.321,0.121,0.1292,0.0134,0.1158,130,
invierno,CAM,parche 8 ,20,15.62,6.84,4.04,0.224,0.1,0.2425,0.0252,0.2173,130,
invierno,CAM,parche 8 ,21,13.75,5.5,4.42,0.342,0.098,0.1192,0.0124,0.1068,130,
invierno,CAM,parche 8 ,22,15.08,7.41,5.1,0.312,0.073,0.1199,0.0125,0.1074,130,
invierno,CAM,parche 8 ,23,14.35,6.14,5.44,0.281,0.095,0.182,0.0189,0.1631,130,
invierno,CAM,parche 8 ,24,14.61,6.8,5.32,0.323,0.028,0.1229,0.0128,0.1101,130,
invierno,CAM,parche 8 ,25,15.92,6.39,4.59,0.269,0.079,0.1397,0.0145,0.1252,130,
invierno,CAM,parche 8 ,26,14.62,6.57,4.83,0.234,0.081,0.1118,0.0116,0.1002,130,
invierno,CAM,parche 8 ,27,14.98,6.16,4.69,0.249,0.103,0.147,0.0153,0.1317,130,
invierno,CAM,parche 8 ,28,13.64,5.84,4.74,0.282,0.113,0.0994,0.0103,0.0891,130,
invierno,CAM,parche 8 ,29,14.66,6.18,4.62,0.252,0.099,0.1432,0.0149,0.1283,130,
invierno,CAM,parche 8 ,30,14.66,6.64,4.6,0.275,0.123,0.0899,0.0093,0.0806,130,
invierno,CAM,parche 8 ,31,13.93,6.7,4.85,0.265,0.049,0.1329,0.0138,0.1191,130,
invierno,CAM,parche 8 ,32,13.79,6.6,4.82,0.253,0.035,0.0937,0.0097,0.084,130,
invierno,CAM,parche 8 ,33,14.21,6.56,4.84,0.235,0.04,0.1244,0.0129,0.1115,130,
invierno,CAM,parche 8 ,34,13.75,6.16,4.78,0.234,0.048,0.1136,0.0118,0.1018,130,
invierno,CAM,parche 8 ,35,13.34,5.93,4.66,0.309,0.011,0.1039,0.0108,0.0931,130,
invierno,CAM,parche 8 ,36,14.64,6.81,5.23,0.312,0.023,0.1456,0.0151,0.1305,130,
invierno,CAM,parche 8 ,37,14.51,6.22,5.23,0.3,0.03,0.1367,0.0142,0.1225,130,
primavera,CAM,parche 1 ,1,19.39,7.34,6.58,0.435,0.1,0.2289,0.0238,0.2051,85,
primavera,CAM,parche 1 ,2,12.77,5.95,5.38,0.26,0.055,0.1498,0.0156,0.1342,85,
primavera,CAM,parche 1 ,3,14.16,6.89,6.59,0.387,0.076,0.2704,0.0281,0.2423,85,
primavera,CAM,parche 1 ,4,14.15,7.17,6.66,0.45,0.08,0.3003,0.0312,0.2691,85,
primavera,CAM,parche 1 ,5,14.73,7.6,6.94,0.541,0.134,0.2956,0.0307,0.2649,85,
primavera,CAM,parche 1 ,6,13.9,6.08,5.89,0.329,0.099,0.1873,0.0195,0.1678,85,
primavera,CAM,parche 1 ,7,13.47,6.69,5.15,0.291,0.09,0.1499,0.0156,0.1343,85,
primavera,CAM,parche 1 ,8,12.83,6.78,5.53,0.309,0.1,0.1988,0.0207,0.1781,85,
primavera,CAM,parche 1 ,9,12.78,5.29,5.39,0.248,0.088,0.14,0.0146,0.1254,85,
primavera,CAM,parche 1 ,10,12.41,5.9,4.87,0.248,0.075,0.1416,0.0147,0.1269,85,
primavera,CAM,parche 1 ,11,12.02,6.29,5.09,0.234,0.089,0.064,0.0067,0.0573,85,
primavera,CAM,parche 1 ,12,9.59,5.37,4.42,0.113,0.125,0.0794,0.0083,0.0711,85,
primavera,CAM,parche 1 ,13,12.49,5.85,5.41,0.208,0.112,0.1164,0.0121,0.1043,85,
primavera,CAM,parche 1 ,14,9,5.04,3.7,0.108,0.1,0.0636,0.0066,0.057,85,
primavera,CAM,parche 1 ,15,10.38,5.29,4.41,0.151,0.075,0.0956,0.0099,0.0857,85,
primavera,CAM,parche 1 ,16,11.27,5.54,4.61,0.185,0.031,0.0978,0.0102,0.0876,85,
primavera,CAM,parche 1 ,17,10.36,5.04,4.71,0.148,0.048,0.0909,0.0095,0.0814,85,
primavera,CAM,parche 1 ,18,9.78,5.16,4.06,0.119,0.061,0.0734,0.0076,0.0658,85,
primavera,CAM,parche 1 ,19,9.51,5,4.27,0.135,0.075,0.0894,0.0093,0.0801,85,
primavera,CAM,parche 1 ,20,9.95,4.81,4.14,0.114,0.11,0.0702,0.0073,0.0629,85,
primavera,CAM,parche 1 ,21,9.78,4.59,4,0.097,0.018,0.0669,0.007,0.0599,85,
primavera,CAM,parche 1 ,22,10,5.15,3.8,0.108,0.021,0.0983,0.0102,0.0881,85,
primavera,CAM,parche 1 ,23,9.06,5.18,3.74,0.106,0.04,0.0714,0.0074,0.064,85,
primavera,CAM,parche 1 ,24,10.76,5.57,4.5,0.189,0.027,0.1236,0.0129,0.1107,85,
primavera,CAM,parche 1 ,25,10.8,4.83,4.57,0.141,0.024,0.0868,0.009,0.0778,85,
primavera,CAM,parche 1 ,26,8.72,4.63,3.67,0.096,0.031,0.0636,0.0066,0.057,85,
primavera,CAM,parche 1 ,27,9.86,4.62,4.18,0.125,0.029,0.0754,0.0078,0.0676,85,
primavera,CAM,parche 1 ,28,8.96,4.42,3.78,0.089,0.04,0.0564,0.0059,0.0505,85,
primavera,CAM,parche 1 ,29,10.62,5.27,4.25,0.143,0.017,0.0861,0.009,0.0771,85,
primavera,CAM,parche 1 ,30,9.15,4.47,3.5,0.09,0.024,0.0568,0.0059,0.0509,85,
primavera,CAM,parche 1 ,31,9.76,5.19,3.85,0.099,0.027,0.0522,0.0054,0.0468,85,
primavera,CAM,parche 1 ,32,9.92,4.97,4.29,0.118,0.013,0.0851,0.0089,0.0762,85,
primavera,CAM,parche 1 ,33,7.97,4.38,3.09,0.06,0.01,0.0425,0.0044,0.0381,85,
primavera,CAM,parche 1 ,34,9.49,5.13,23.91,0.108,0.019,0.0609,0.0063,0.0546,85,
primavera,CAM,parche 1 ,35,9.16,4.7,4.3,0.124,0.011,0.0783,0.0081,0.0702,85,
primavera,CAM,parche 1 ,36,8.12,4.29,3.2,0.074,0.009,0.0399,0.0041,0.0358,85,
primavera,CAM,parche 1 ,37,7.49,4.25,3.68,0.067,0.013,0.0436,0.0045,0.0391,85,
primavera,CAM,parche 1 ,38,9.96,4.21,3.21,0.063,0.013,0.0441,0.0046,0.0395,85,
primavera,CAM,parche 1 ,39,8.83,4.56,3.67,0.093,0.019,0.0851,0.0089,0.0762,85,
primavera,CAM,parche 1 ,40,10.26,5.4,4.3,0.166,0,0.0935,0.0097,0.0838,85,
primavera,CAM,parche 1 ,41,9.15,4.29,3.72,0.084,0.015,0.0604,0.0063,0.0541,85,
primavera,CAM,parche 1 ,42,10.09,5.06,3.84,0.099,0.008,0.0464,0.0048,0.0416,85,
primavera,CAM,parche 1 ,43,9.45,4.61,3.33,0.06,0.011,0.0584,0.0061,0.0523,85,
primavera,CAM,parche 1 ,44,9.54,4.64,3.14,0.042,0.011,0.0428,0.0045,0.0383,85,
primavera,CAM,parche 1 ,45,8.75,4.57,3.36,0.071,0.009,0.054,0.0056,0.0484,85,
primavera,CAM,parche 2 ,1,13.39,6.03,5.04,0.286,0.077,0.1488,0.0155,0.1333,144,
primavera,CAM,parche 2 ,2,15.43,6.56,6.26,0.485,0.13,0.2439,0.0254,0.2185,144,
primavera,CAM,parche 2 ,3,12.74,5.76,4.72,0.261,0.059,0.1298,0.0135,0.1163,144,
primavera,CAM,parche 2 ,4,13.55,6.25,5.12,0.328,0.091,0.1652,0.0172,0.148,144,
primavera,CAM,parche 2 ,5,14.63,6.49,5.46,0.36,0.056,0.1641,0.0171,0.147,144,
